assessment,year,countrycode,grade,male,subgroup,n_score_timss_math,m_score_timss_math,se_score_timss_math,n_score_timss_scie,m_score_timss_scie,se_score_timss_scie,n_sdg411_scie,m_sdg411_scie,se_sdg411_scie,n_sdg411_math,m_sdg411_math,se_sdg411_math,n_total,n_bul_pv,n_bul_ev_all,n_bul_ev_o,n_bul_ev_trad,n_bul_any,n_bul_c_all
TIMSS,2023,MAC,4,1,bul_ev_all=0,1005,604.17352,2.4605243,1005,556.5697,2.3851562,1005,.98261136,.0055949204,1005,.99670786,.0022536549,2856,1157,1851,426,1817,1851,143
TIMSS,2023,MAC,4,1,bul_ev_all=1,1851,584.78088,2.0003896,1851,532.72992,2.5571275,1851,.93762088,.0064552887,1851,.97759366,.004446059,2856,1157,1851,426,1817,1851,143
TIMSS,2023,MAC,4,1,bul_ev_o=0,2430,599.59229,1.6627909,2430,549.65875,1.7880852,2430,.97317809,.0034943894,2430,.99189615,.0020171523,2856,1157,1851,426,1817,1851,143
TIMSS,2023,MAC,4,1,bul_ev_o=1,426,546.09125,4.5541821,426,492.45621,5.924736,426,.841052,.020822704,426,.94114751,.013897339,2856,1157,1851,426,1817,1851,143
TIMSS,2023,MAC,4,1,bul_ev_trad=0,1039,603.14081,2.539449,1039,555.73602,2.4783463,1039,.98207742,.005820977,1039,.99590868,.002680402,2856,1157,1851,426,1817,1851,143
TIMSS,2023,MAC,4,1,bul_ev_trad=1,1817,585.01508,1.9853336,1817,532.7688,2.5186443,1817,.93710059,.0065551265,1817,.97769952,.0044923448,2856,1157,1851,426,1817,1851,143
TIMSS,2023,MAC,4,1,bul_pv=0,1699,602.01782,1.8933197,1699,553.07709,2.0157719,1699,.97368777,.0043804962,1699,.99324292,.0024847786,2856,1157,1851,426,1817,1851,143
TIMSS,2023,MAC,4,1,bul_pv=1,1157,576.34857,2.3827524,1157,523.59814,3.1151946,1157,.9238047,.0092529226,1157,.97124583,.0059809331,2856,1157,1851,426,1817,1851,143
TIMSS,2023,MAR,4,0,all,3829,392.46347,4.9079356,3829,397.04456,5.7147098,3829,.49834535,.019816831,3829,.45980793,.021196466,3829,1706,2705,899,2636,2705,2288
TIMSS,2023,MAR,4,0,bul_any=1,2705,378.47638,5.108799,2705,380.70587,6.0646677,2705,.43795359,.023165988,2705,.39795914,.022565087,3829,1706,2705,899,2636,2705,2288
TIMSS,2023,MAR,4,0,bul_c_all=0,1541,404.00247,8.3788757,1541,409.45178,9.1281414,1541,.5419029,.032114316,1541,.509817,.032733254,3829,1706,2705,899,2636,2705,2288
TIMSS,2023,MAR,4,0,bul_c_all=1,2288,383.63748,5.8222623,2288,387.55444,7.1452169,2288,.46502888,.026751745,2288,.42155683,.028020483,3829,1706,2705,899,2636,2705,2288
TIMSS,2023,MAR,4,0,bul_ev_all=0,1124,420.6022,8.0338364,1124,429.91409,8.4395485,1124,.61983937,.029664217,1124,.58423316,.033312846,3829,1706,2705,899,2636,2705,2288
TIMSS,2023,MAR,4,0,bul_ev_all=1,2705,378.47638,5.108799,2705,380.70587,6.0646677,2705,.43795359,.023165988,2705,.39795914,.022565087,3829,1706,2705,899,2636,2705,2288
TIMSS,2023,MAR,4,0,bul_ev_o=0,2930,403.49271,5.211019,2930,410.98138,5.7166324,2930,.5479539,.019527385,2930,.50562447,.022797851,3829,1706,2705,899,2636,2705,2288
TIMSS,2023,MAR,4,0,bul_ev_o=1,899,348.37103,6.1663618,899,341.32825,8.729084,899,.30002168,.035835132,899,.27664387,.028228087,3829,1706,2705,899,2636,2705,2288
TIMSS,2023,MAR,4,0,bul_ev_trad=0,1193,419.76337,7.8300533,1193,428.45285,8.267972,1193,.61615407,.029078303,1193,.58036542,.03202432,3829,1706,2705,899,2636,2705,2288
TIMSS,2023,MAR,4,0,bul_ev_trad=1,2636,377.81543,5.1538858,2636,380.19211,6.1681752,2636,.43513387,.023791816,2636,.3951216,.022818308,3829,1706,2705,899,2636,2705,2288
TIMSS,2023,MAR,4,0,bul_pv=0,2123,409.52463,6.0672154,2123,417.66992,6.5782247,2123,.57399374,.022206467,2123,.53573847,.025597319,3829,1706,2705,899,2636,2705,2288
TIMSS,2023,MAR,4,0,bul_pv=1,1706,367.71262,4.745276,1706,367.12302,6.1126456,1706,.38860121,.023540644,1706,.34965453,.024183037,3829,1706,2705,899,2636,2705,2288
TIMSS,2023,MAR,4,1,all,4017,393.97174,5.3600836,4017,383.88361,5.7287941,4017,.45083904,.020679874,4017,.46769974,.022881377,4017,2140,3083,1312,3028,3083,2444
TIMSS,2023,MAR,4,1,bul_any=1,3083,380.93112,5.2158375,3083,369.07202,5.3813276,3083,.39506844,.021932855,3083,.41674489,.023099981,4017,2140,3083,1312,3028,3083,2444
TIMSS,2023,MAR,4,1,bul_c_all=0,1573,410.82727,9.2126827,1573,400.1828,9.542182,1573,.50991678,.03419796,1573,.5324254,.03745643,4017,2140,3083,1312,3028,3083,2444
TIMSS,2023,MAR,4,1,bul_c_all=1,2444,382.60349,5.8835964,2444,372.89056,6.3368263,2444,.41099378,.022017863,2444,.42404521,.024209123,4017,2140,3083,1312,3028,3083,2444
TIMSS,2023,MAR,4,1,bul_ev_all=0,934,430.40411,8.7946911,934,425.26358,9.53864,934,.60664839,.032280751,934,.61005509,.034034029,4017,2140,3083,1312,3028,3083,2444
TIMSS,2023,MAR,4,1,bul_ev_all=1,3083,380.93112,5.2158375,3083,369.07202,5.3813276,3083,.39506844,.021932855,3083,.41674489,.023099981,4017,2140,3083,1312,3028,3083,2444
TIMSS,2023,MAR,4,1,bul_ev_o=0,2705,410.54749,6.2885604,2705,404.1951,6.484292,2705,.53148818,.023704154,2705,.53930467,.026290927,4017,2140,3083,1312,3028,3083,2444
TIMSS,2023,MAR,4,1,bul_ev_o=1,1312,352.98013,5.1741934,1312,333.65363,6.2234364,1312,.25139466,.02555098,1312,.29062167,.023949932,4017,2140,3083,1312,3028,3083,2444
TIMSS,2023,MAR,4,1,bul_ev_trad=0,989,427.43835,8.6852694,989,421.21704,9.4503632,989,.59103036,.031514138,989,.60027099,.033718545,4017,2140,3083,1312,3028,3083,2444
TIMSS,2023,MAR,4,1,bul_ev_trad=1,3028,381.10504,5.1824212,3028,369.53027,5.3399472,3028,.3969405,.022313176,3028,.41673085,.023046443,4017,2140,3083,1312,3028,3083,2444
TIMSS,2023,MAR,4,1,bul_pv=0,1877,415.26831,7.0928211,1877,408.74005,7.3216376,1877,.54526967,.026290603,1877,.55448955,.029441478,4017,2140,3083,1312,3028,3083,2444
TIMSS,2023,MAR,4,1,bul_pv=1,2140,371.90225,5.0992517,2140,358.12503,5.8043499,2140,.35298106,.021866832,2140,.3777599,.02316458,4017,2140,3083,1312,3028,3083,2444
TIMSS,2023,MAR,8,0,all,4402,374.45465,3.3833735,4402,327.22006,3.5328922,4402,.044606082,.0061789523,4402,.10576349,.01072864,4402,2181,3057,1254,2993,3075,2818
TIMSS,2023,MAR,8,0,bul_any=1,3075,369.28918,3.7312336,3075,323.38388,3.6406977,3075,.039489545,.0067433454,3075,.093988694,.011519347,4402,2181,3057,1254,2993,3075,2818
TIMSS,2023,MAR,8,0,bul_c_all=0,1584,369.31198,6.3007722,1584,316.18683,7.1059833,1584,.036291201,.011937848,1584,.099444777,.023097336,4402,2181,3057,1254,2993,3075,2818
TIMSS,2023,MAR,8,0,bul_c_all=1,2818,377.18436,4.4361234,2818,333.07648,4.5252934,2818,.049019594,.0081037609,2818,.10911745,.015798889,4402,2181,3057,1254,2993,3075,2818
TIMSS,2023,MAR,8,0,bul_ev_all=0,1345,386.98166,3.9232957,1345,336.67734,4.8050961,1345,.057662781,.013194052,1345,.1362057,.019999104,4402,2181,3057,1254,2993,3075,2818
TIMSS,2023,MAR,8,0,bul_ev_all=1,3057,368.91119,3.7753158,3057,323.03503,3.6673582,3057,.038828231,.0065692971,3057,.092292197,.011590717,4402,2181,3057,1254,2993,3075,2818
TIMSS,2023,MAR,8,0,bul_ev_o=0,3148,381.22736,3.5582221,3148,332.98743,3.8779914,3148,.053908266,.0089886766,3148,.12191568,.012524731,4402,2181,3057,1254,2993,3075,2818
TIMSS,2023,MAR,8,0,bul_ev_o=1,1254,358.1615,4.3867693,1254,313.34549,4.3513875,1254,.022227751,.0062779342,1254,.066906072,.011483398,4402,2181,3057,1254,2993,3075,2818
TIMSS,2023,MAR,8,0,bul_ev_trad=0,1409,385.67395,3.8541107,1409,335.82745,4.7141266,1409,.055512,.012620666,1409,.13172866,.019091554,4402,2181,3057,1254,2993,3075,2818
TIMSS,2023,MAR,8,0,bul_ev_trad=1,2993,369.1994,3.7902963,2993,323.18826,3.7030675,2993,.039497614,.006685433,2993,.093601085,.011916494,4402,2181,3057,1254,2993,3075,2818
TIMSS,2023,MAR,8,0,bul_pv=0,2221,383.27023,3.7180092,2221,333.99985,3.8603115,2221,.053390566,.0085764611,2221,.13308825,.013386691,4402,2181,3057,1254,2993,3075,2818
TIMSS,2023,MAR,8,0,bul_pv=1,2181,365.42682,3.839,2181,320.27707,4.0654402,2181,.03561008,.0077961129,2181,.077780791,.010348485,4402,2181,3057,1254,2993,3075,2818
TIMSS,2023,MAR,8,1,all,4343,381.34857,3.0781565,4343,326.6972,4.2026911,4343,.044410128,.0069621471,4343,.11142895,.0098143825,4343,2599,3306,1769,3239,3314,2710
TIMSS,2023,MAR,8,1,bul_any=1,3314,378.43503,3.2146788,3314,323.77667,4.3554468,3314,.038230646,.0059849788,3314,.10279648,.011959615,4343,2599,3306,1769,3239,3314,2710
TIMSS,2023,MAR,8,1,bul_c_all=0,1633,377.2644,6.0575938,1633,316.31912,7.5070677,1633,.038708679,.013321536,1633,.10959139,.019276116,4343,2599,3306,1769,3239,3314,2710
TIMSS,2023,MAR,8,1,bul_c_all=1,2710,383.67603,4.338273,2710,332.61148,5.3294287,2710,.047659274,.0086429371,2710,.11247613,.015269377,4343,2599,3306,1769,3239,3314,2710
TIMSS,2023,MAR,8,1,bul_ev_all=0,1037,390.98706,4.1781292,1037,336.23138,5.0905938,1037,.063720308,.014227336,1037,.13919941,.015720148,4343,2599,3306,1769,3239,3314,2710
TIMSS,2023,MAR,8,1,bul_ev_all=1,3306,378.27802,3.2227647,3306,323.65988,4.354074,3306,.038258489,.0059963507,3306,.10258211,.011906651,4343,2599,3306,1769,3239,3314,2710
TIMSS,2023,MAR,8,1,bul_ev_o=0,2574,388.94919,3.1038003,2574,334.30557,4.2743344,2574,.053056076,.0087741604,2574,.1308839,.011314186,4343,2599,3306,1769,3239,3314,2710
TIMSS,2023,MAR,8,1,bul_ev_o=1,1769,370.37009,4.0361261,1769,315.70755,4.8351665,1769,.031921797,.0077361707,1769,.083327919,.014877317,4343,2599,3306,1769,3239,3314,2710
TIMSS,2023,MAR,8,1,bul_ev_trad=0,1104,390.09528,4.2847872,1104,335.27979,5.0411625,1104,.060054429,.013232472,1104,.13672958,.015856801,4343,2599,3306,1769,3239,3314,2710
TIMSS,2023,MAR,8,1,bul_ev_trad=1,3239,378.31638,3.2687106,3239,323.72192,4.3988428,3239,.038986806,.0061409604,3239,.10265812,.012155111,4343,2599,3306,1769,3239,3314,2710
TIMSS,2023,MAR,8,1,bul_pv=0,1744,386.16226,3.5985835,1744,332.5206,4.386282,1744,.056217376,.00887114,1744,.13021655,.01439535,4343,2599,3306,1769,3239,3314,2710
TIMSS,2023,MAR,8,1,bul_pv=1,2599,377.98029,3.4499784,2599,322.62244,4.7605948,2599,.036148332,.0071270247,2599,.098282836,.01377258,4343,2599,3306,1769,3239,3314,2710
TIMSS,2023,MKD,4,0,all,2289,473.56552,3.7941275,2289,442.42239,4.212183,2289,.68580037,.023046821,2289,.79582173,.017092481,2289,753,1147,481,1099,1147,437
TIMSS,2023,MKD,4,0,bul_any=1,1147,459.19833,4.6655746,1147,427.65088,4.9182563,1147,.62440664,.025334671,1147,.74588072,.023474805,2289,753,1147,481,1099,1147,437
TIMSS,2023,MKD,4,0,bul_c_all=0,1852,478.15469,4.3673897,1852,447.31155,4.9138436,1852,.710585,.024182681,1852,.8139118,.018564593,2289,753,1147,481,1099,1147,437
TIMSS,2023,MKD,4,0,bul_c_all=1,437,456.32333,8.4987612,437,424.05307,9.5619154,437,.59268111,.050488528,437,.72785467,.038164739,2289,753,1147,481,1099,1147,437
TIMSS,2023,MKD,4,0,bul_ev_all=0,1142,487.30658,4.1714134,1142,456.55014,4.9597259,1142,.74451852,.032182842,1142,.84358627,.018216483,2289,753,1147,481,1099,1147,437
TIMSS,2023,MKD,4,0,bul_ev_all=1,1147,459.19833,4.6655746,1147,427.65088,4.9182563,1147,.62440664,.025334671,1147,.74588072,.023474805,2289,753,1147,481,1099,1147,437
TIMSS,2023,MKD,4,0,bul_ev_o=0,1808,482.01688,3.8901827,1808,450.6633,4.3694692,1808,.72199255,.024248516,1808,.82540131,.016027771,2289,753,1147,481,1099,1147,437
TIMSS,2023,MKD,4,0,bul_ev_o=1,481,440.42761,5.6250429,481,410.10962,5.5354013,481,.5438903,.0308333,481,.67983967,.035074119,2289,753,1147,481,1099,1147,437
TIMSS,2023,MKD,4,0,bul_ev_trad=0,1190,486.36893,4.1163092,1190,455.65875,4.8961759,1190,.74239701,.031612013,1190,.84187526,.018151805,2289,753,1147,481,1099,1147,437
TIMSS,2023,MKD,4,0,bul_ev_trad=1,1099,459.11597,4.6464815,1099,427.48422,4.9226241,1099,.62192714,.025682637,1099,.74384707,.022925733,2289,753,1147,481,1099,1147,437
TIMSS,2023,MKD,4,0,bul_pv=0,1536,480.76288,4.0358949,1536,449.05322,4.5061193,1536,.71406209,.027043276,1536,.82010841,.017419973,2289,753,1147,481,1099,1147,437
TIMSS,2023,MKD,4,0,bul_pv=1,753,458.04913,4.8937764,753,428.12732,5.0827222,753,.62487251,.028053001,753,.74346334,.024596263,2289,753,1147,481,1099,1147,437
TIMSS,2023,MKD,4,1,all,2344,473.51379,4.120523,2344,434.88889,4.2523665,2344,.66207439,.020324245,2344,.7894907,.017981272,2344,998,1459,671,1401,1459,420
TIMSS,2023,MKD,4,1,bul_any=1,1459,464.72849,4.3433962,1459,426.78455,4.5894871,1459,.63344628,.022537725,1459,.76194549,.01861288,2344,998,1459,671,1401,1459,420
TIMSS,2023,MKD,4,1,bul_c_all=0,1924,478.3439,4.6211348,1924,440.86133,4.6539917,1924,.69026023,.021388076,1924,.80694228,.020834927,2344,998,1459,671,1401,1459,420
TIMSS,2023,MKD,4,1,bul_c_all=1,420,454.08627,8.2806978,420,410.86673,8.3237715,420,.54870629,.045309763,420,.71929765,.035563018,2344,998,1459,671,1401,1459,420
TIMSS,2023,MKD,4,1,bul_ev_all=0,885,487.19476,5.2644644,885,447.50946,5.3074622,885,.70665574,.027078273,885,.83238584,.027112491,2344,998,1459,671,1401,1459,420
TIMSS,2023,MKD,4,1,bul_ev_all=1,1459,464.72849,4.3433962,1459,426.78455,4.5894871,1459,.63344628,.022537725,1459,.76194549,.01861288,2344,998,1459,671,1401,1459,420
TIMSS,2023,MKD,4,1,bul_ev_o=0,1673,481.55804,4.3606486,1673,441.84552,4.2409863,1673,.69229567,.020114748,1673,.80981249,.017806629,2344,998,1459,671,1401,1459,420
TIMSS,2023,MKD,4,1,bul_ev_o=1,671,452.17365,5.371736,671,416.43411,5.8496084,671,.58190227,.034111045,671,.7355805,.027471079,2344,998,1459,671,1401,1459,420
TIMSS,2023,MKD,4,1,bul_ev_trad=0,943,485.14334,5.1303611,943,445.32828,5.2842736,943,.70059299,.027125014,943,.8280465,.025487199,2344,998,1459,671,1401,1459,420
TIMSS,2023,MKD,4,1,bul_ev_trad=1,1401,465.23734,4.3457885,1401,427.45944,4.5341477,1401,.63466167,.022186063,1401,.76205152,.018852891,2344,998,1459,671,1401,1459,420
TIMSS,2023,MKD,4,1,bul_pv=0,1346,477.92731,4.6911993,1346,437.4971,4.8756299,1346,.66977912,.023006115,1346,.79687351,.020849327,2344,998,1459,671,1401,1459,420
TIMSS,2023,MKD,4,1,bul_pv=1,998,467.00873,4.8052535,998,431.04468,4.9137368,998,.65071845,.025753142,998,.77860928,.021548729,2344,998,1459,671,1401,1459,420
TIMSS,2023,MLT,8,0,all,2002,496.21637,1.9389334,2002,500.92352,2.1691303,2002,.61440223,.010421542,2002,.61975455,.010009899,2002,637,1165,363,1130,1179,791
TIMSS,2023,MLT,8,0,bul_any=1,1179,490.88379,2.7353685,1179,494.26151,3.0732794,1179,.58642799,.013533659,1179,.59082437,.015890779,2002,637,1165,363,1130,1179,791
TIMSS,2023,MLT,8,0,bul_c_all=0,1211,508.53049,2.3207498,1211,514.87231,3.048903,1211,.66967797,.014112205,1211,.67683727,.013467167,2002,637,1165,363,1130,1179,791
TIMSS,2023,MLT,8,0,bul_c_all=1,791,477.50513,3.0604649,791,479.72833,3.1571946,791,.53041089,.015415289,791,.53301752,.015010331,2002,637,1165,363,1130,1179,791
TIMSS,2023,MLT,8,0,bul_ev_all=0,837,503.79901,2.7455397,837,510.38577,3.3063617,837,.65500623,.016539318,837,.66227943,.015110697,2002,637,1165,363,1130,1179,791
TIMSS,2023,MLT,8,0,bul_ev_all=1,1165,490.75504,2.7902825,1165,494.10837,3.1305404,1165,.58515739,.013781663,1165,.58912617,.015845152,2002,637,1165,363,1130,1179,791
TIMSS,2023,MLT,8,0,bul_ev_o=0,1639,500.38776,2.0079625,1639,506.63434,2.2442183,1639,.63753104,.011385398,1639,.63808805,.011065014,2002,637,1165,363,1130,1179,791
TIMSS,2023,MLT,8,0,bul_ev_o=1,363,477.48218,4.508316,363,475.27536,5.4581256,363,.51052761,.028088149,363,.53741616,.028918203,2002,637,1165,363,1130,1179,791
TIMSS,2023,MLT,8,0,bul_ev_trad=0,872,503.62994,2.6106441,872,510.04794,3.1780124,872,.65572011,.016225602,872,.66110218,.014514063,2002,637,1165,363,1130,1179,791
TIMSS,2023,MLT,8,0,bul_ev_trad=1,1130,490.48218,2.8320026,1130,493.866,3.1315134,1130,.58244389,.014061516,1130,.5877732,.015903436,2002,637,1165,363,1130,1179,791
TIMSS,2023,MLT,8,0,bul_pv=0,1365,503.53897,2.5393686,1365,509.11224,2.5547259,1365,.65089715,.013190455,1365,.65906274,.013246337,2002,637,1165,363,1130,1179,791
TIMSS,2023,MLT,8,0,bul_pv=1,637,480.492,3.7238665,637,483.3392,4.3293462,637,.53603387,.020538718,637,.53534502,.021712359,2002,637,1165,363,1130,1179,791
TIMSS,2023,MLT,8,1,all,1992,502.40988,2.0027404,1992,501.41324,2.7041738,1992,.60503763,.013294369,1992,.63683444,.012613433,1992,786,1155,374,1129,1172,704
TIMSS,2023,MLT,8,1,bul_any=1,1172,501.05951,2.7781084,1172,502.06418,3.6962223,1172,.61021268,.017772093,1172,.62793976,.015786346,1992,786,1155,374,1129,1172,704
TIMSS,2023,MLT,8,1,bul_c_all=0,1288,516.4632,2.4502048,1288,517.91211,3.4022753,1288,.66773814,.015730383,1288,.69320196,.014291734,1992,786,1155,374,1129,1172,704
TIMSS,2023,MLT,8,1,bul_c_all=1,704,476.61954,3.2961059,704,471.13489,3.8719423,704,.48997113,.020830384,704,.53338999,.020337492,1992,786,1155,374,1129,1172,704
TIMSS,2023,MLT,8,1,bul_ev_all=0,837,504.34531,3.4670393,837,500.9996,3.7809687,837,.59967017,.017609145,837,.64857578,.0206438,1992,786,1155,374,1129,1172,704
TIMSS,2023,MLT,8,1,bul_ev_all=1,1155,501.01175,2.8017683,1155,501.71207,3.719142,1155,.60891497,.01778554,1155,.6283527,.015542598,1992,786,1155,374,1129,1172,704
TIMSS,2023,MLT,8,1,bul_ev_o=0,1618,509.2225,2.1855683,1618,509.34857,2.7416949,1618,.63321358,.013454322,1618,.66582835,.01355834,1992,786,1155,374,1129,1172,704
TIMSS,2023,MLT,8,1,bul_ev_o=1,374,473.14212,5.1221204,374,467.3222,6.7710419,374,.48399082,.033057138,374,.51227325,.027673516,1992,786,1155,374,1129,1172,704
TIMSS,2023,MLT,8,1,bul_ev_trad=0,863,504.25366,3.4189267,863,500.97086,3.743942,863,.59878772,.017145615,863,.64838022,.020345146,1992,786,1155,374,1129,1172,704
TIMSS,2023,MLT,8,1,bul_ev_trad=1,1129,501.00485,2.8595083,1129,501.75037,3.8072667,1129,.60980034,.01831302,1129,.62803608,.015454294,1992,786,1155,374,1129,1172,704
TIMSS,2023,MLT,8,1,bul_pv=0,1206,508.74979,2.7173045,1206,506.70395,3.2327554,1206,.62433094,.015513409,1206,.66439086,.015324122,1992,786,1155,374,1129,1172,704
TIMSS,2023,MLT,8,1,bul_pv=1,786,492.7554,3.6346321,786,493.35651,5.0503225,786,.57565755,.022115922,786,.5948711,.02123511,1992,786,1155,374,1129,1172,704
TIMSS,2023,MNE,4,0,all,2105,471.09512,2.6194198,2105,458.42044,2.2679851,2105,.80169421,.010186935,2105,.82522833,.011240149,2105,465,770,309,745,770,555
TIMSS,2023,MNE,4,0,bul_any=1,770,451.10889,4.1143813,770,436.29306,3.5552747,770,.69860774,.019488296,770,.74852425,.021409409,2105,465,770,309,745,770,555
TIMSS,2023,MNE,4,0,bul_c_all=0,1550,473.68835,2.8927572,1550,460.99634,2.5266013,1550,.81671363,.010306512,1550,.83636439,.012817449,2105,465,770,309,745,770,555
TIMSS,2023,MNE,4,0,bul_c_all=1,555,463.63538,3.9688487,555,451.01056,3.5790181,555,.75848961,.025400454,555,.79319453,.021655519,2105,465,770,309,745,770,555
TIMSS,2023,MNE,4,0,bul_ev_all=0,1335,482.5867,2.604749,1335,471.14313,2.4515843,1335,.86096644,.012418346,1335,.8693313,.012623643,2105,465,770,309,745,770,555
TIMSS,2023,MNE,4,0,bul_ev_all=1,770,451.10889,4.1143813,770,436.29306,3.5552747,770,.69860774,.019488296,770,.74852425,.021409409,2105,465,770,309,745,770,555
TIMSS,2023,MNE,4,0,bul_ev_o=0,1796,478.31262,2.601124,1796,466.19107,2.2745836,1796,.83652204,.010216337,1796,.85292733,.010587916,2105,465,770,309,745,770,555
TIMSS,2023,MNE,4,0,bul_ev_o=1,309,430.94202,4.5956802,309,415.19012,4.4104476,309,.6079374,.02889397,309,.67113107,.038726501,2105,465,770,309,745,770,555
TIMSS,2023,MNE,4,0,bul_ev_trad=0,1360,482.33292,2.6568263,1360,470.63373,2.4747972,1360,.85763663,.012389729,1360,.86808926,.012520743,2105,465,770,309,745,770,555
TIMSS,2023,MNE,4,0,bul_ev_trad=1,745,450.5542,4.0483336,745,436.0965,3.5428717,745,.6994406,.019463837,745,.74688554,.022257803,2105,465,770,309,745,770,555
TIMSS,2023,MNE,4,0,bul_pv=0,1640,478.91721,2.542392,1640,466.5986,2.1255889,1640,.83773863,.010020995,1640,.85564727,.010447642,2105,465,770,309,745,770,555
TIMSS,2023,MNE,4,0,bul_pv=1,465,443.43384,4.4174056,465,429.49994,4.3686419,465,.67423052,.027332189,465,.71765792,.027155565,2105,465,770,309,745,770,555
TIMSS,2023,MNE,4,1,all,2312,482.65204,2.1944687,2312,462.78677,2.45118,2312,.79657227,.012117324,2312,.85225666,.012394765,2312,750,1115,518,1085,1115,652
TIMSS,2023,MNE,4,1,bul_any=1,1115,464.58627,2.9704111,1115,442.90512,3.2445996,1115,.72315657,.015473498,1115,.79513717,.016794963,2312,750,1115,518,1085,1115,652
TIMSS,2023,MNE,4,1,bul_c_all=0,1660,487.46207,2.8076336,1660,467.83209,3.0411463,1660,.8208124,.015215991,1660,.87283498,.015449026,2312,750,1115,518,1085,1115,652
TIMSS,2023,MNE,4,1,bul_c_all=1,652,470.04623,3.1586244,652,449.56439,3.5217888,652,.73304558,.018271841,652,.79832667,.018491095,2312,750,1115,518,1085,1115,652
TIMSS,2023,MNE,4,1,bul_ev_all=0,1197,500.05597,2.4917228,1197,481.94009,2.6040833,1197,.86729848,.014582204,1197,.90728372,.013368146,2312,750,1115,518,1085,1115,652
TIMSS,2023,MNE,4,1,bul_ev_all=1,1115,464.58627,2.9704111,1115,442.90512,3.2445996,1115,.72315657,.015473498,1115,.79513717,.016794963,2312,750,1115,518,1085,1115,652
TIMSS,2023,MNE,4,1,bul_ev_o=0,1794,493.31693,2.2339058,1794,474.19278,2.4720368,1794,.84187567,.013320967,1794,.89026338,.011812523,2312,750,1115,518,1085,1115,652
TIMSS,2023,MNE,4,1,bul_ev_o=1,518,447.13147,4.4775105,518,424.79788,4.4910932,518,.6456846,.021883622,518,.72567153,.026669912,2312,750,1115,518,1085,1115,652
TIMSS,2023,MNE,4,1,bul_ev_trad=0,1227,499.48276,2.4545085,1227,481.16891,2.5336761,1227,.86523074,.014503245,1227,.90679985,.014010779,2312,750,1115,518,1085,1115,652
TIMSS,2023,MNE,4,1,bul_ev_trad=1,1085,464.28821,2.9345536,1085,442.73022,3.2747481,1085,.72165978,.015275099,1085,.79274523,.016021492,2312,750,1115,518,1085,1115,652
TIMSS,2023,MNE,4,1,bul_pv=0,1562,493.23874,2.31914,1562,474.16678,2.6567345,1562,.83679301,.013628698,1562,.88760728,.012692031,2312,750,1115,518,1085,1115,652
TIMSS,2023,MNE,4,1,bul_pv=1,750,460.93652,3.5749462,750,439.44409,3.2657733,750,.71407133,.017477864,750,.77974552,.020515107,2312,750,1115,518,1085,1115,652
TIMSS,2023,MYS,8,0,all,4510,410.92847,3.6953998,4510,428.44925,3.994019,4510,.30734026,.017209643,4510,.21342319,.012987091,4510,1763,3078,1458,2970,3095,342
TIMSS,2023,MYS,8,0,bul_any=1,3095,398.99332,3.5692339,3095,415.5528,3.9802532,3095,.25391054,.016491491,3095,.16793612,.012493392,4510,1763,3078,1458,2970,3095,342
TIMSS,2023,MYS,8,0,bul_c_all=0,4168,412.7944,3.9516854,4168,430.47745,4.2653613,4168,.31677091,.018645793,4168,.22003259,.014354315,4510,1763,3078,1458,2970,3095,342
TIMSS,2023,MYS,8,0,bul_c_all=1,342,386.00879,12.921077,342,401.36258,14.259669,342,.18139277,.047653645,342,.12515371,.040920936,4510,1763,3078,1458,2970,3095,342
TIMSS,2023,MYS,8,0,bul_ev_all=0,1432,436.25198,4.332685,1432,455.74463,4.4008846,1432,.42108914,.023718085,1432,.31130138,.019728942,4510,1763,3078,1458,2970,3095,342
TIMSS,2023,MYS,8,0,bul_ev_all=1,3078,399.20779,3.5527909,3078,415.81595,3.9742351,3078,.25469303,.016529337,3078,.16812149,.012634824,4510,1763,3078,1458,2970,3095,342
TIMSS,2023,MYS,8,0,bul_ev_o=0,3052,423.16763,3.6858685,3052,443.58817,3.9493165,3052,.36396468,.019106261,3052,.25673777,.014365775,4510,1763,3078,1458,2970,3095,342
