countrycode,countryname,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,grade,male,year,bullying_pv25,bullying_pv50,bullying_pv75,bullying_ev_all25,bullying_ev_all50,bullying_ev_all75,bullying_ev_online25,bullying_ev_online50,bullying_ev_online75,bullying_ev_trad25,bullying_ev_trad50,bullying_ev_trad75,bullying_c_all,violence_c_all,violence_c_cp,violence_c_teach,bullying_index,bullying_pv,bullying_ev_all,bullying_ev_online,bullying_ev_trad
IRL,Ireland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.20657524,.20657524,.096362226,.030408133,10.07680441817363,.25209084,.39626527,.093007512,.38236099
IRL,Ireland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2023,.47058824,.052287582,.0065359478,.53594774,.33333334,.026143791,.098039217,.0065359478,0,.55555558,.29411766,.019607844,.076310225,1,.040472891,1,10.40685426013475,.26781851,.43886045,.10879613,.41834089
IRL,Ireland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.058422543,1,.039868604,1,10.46971283182822,.23613425,.41197339,.10521566,.38764945
IRL,Ireland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.093062729,1,.041038826,1,10.34744252629824,.29786092,.46435425,.11219108,.447442
IRL,Ireland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2023,.52941179,.05882353,0,.55555558,.41176471,.013071896,.22875817,0,0,.61437911,.36601308,0,.28888398,.29566246,.1049652,.082001202,10.18652746291586,.27643639,.480948,.18747872,.46238559
IRL,Ireland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.28686613,.29337108,.1078857,.088421077,10.1969548177441,.23844592,.47490939,.19213332,.45829231
IRL,Ireland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.29069987,.29772446,.10233705,.076223969,10.17712481695463,.30985445,.48625985,.18338433,.46598622
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2019,.5223214,.16964285,0,.16964285,.5,.22321428,.071428575,0,0,.1875,.49107143,.21428572,.17254019,1,.034840759,1,10.03363699903653,.32131511,.57008761,.10046759,.56071562
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2019,,,,,,,,,,,,,.10126676,1,.0069929534,1,10.44444582152445,.24976225,.49187198,.05856606,.48033848
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2019,,,,,,,,,,,,,.24188119,1,.061933532,1,9.642049193184439,.38927865,.64437968,.14026719,.63706076
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,-9,2019,.32272726,.1,.0045454544,.40454546,.46363637,.077272728,.018181818,.0090909088,0,.40454546,.46363637,.06818182,.13672538,.15030365,.061259475,.034569964,10.1680149644719,.24508233,.51121634,.074150272,.50329095
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,0,2019,,,,,,,,,,,,,.069605246,.075390592,.031936459,.031936459,10.60824666966555,.13670622,.42539474,.041901525,.41839176
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,1,2019,,,,,,,,,,,,,.19276875,.21285386,.085743345,.036768861,9.777788389905259,.34068492,.58692276,.10259808,.57818371
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2023,.4732143,.375,.026785715,.071428575,.4375,.47767857,.3794643,.0625,.0044642859,.098214284,.42857143,.45982143,.16776156,1,.051399723,1,9.580932927610174,.4366343,.7114166,.25319782,.70003259
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2023,,,,,,,,,,,,,.14229967,1,.052496385,1,9.958325712505635,.36060765,.65742612,.20724286,.64357817
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2023,,,,,,,,,,,,,.19430043,1,.050256673,1,9.207643585272834,.51113468,.76432323,.2982302,.75535357
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,-9,2023,.45982143,.25892857,.040178571,.098214284,.51339287,.38839287,.27232143,.044642858,.0089285718,.098214284,.55803573,.3392857,.17944516,.18641996,.042974025,.028450409,9.745228497372306,.39512217,.69409806,.212162,.678792
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,0,2023,,,,,,,,,,,,,.14010163,.15439837,.061366379,.031596284,10.18797473915623,.28121841,.63205928,.13262923,.61600238
IRN,"Iran, Islamic Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,1,2023,,,,,,,,,,,,,.21692336,.21692336,.025453685,.025453685,9.324530324295623,.5025568,.75261331,.28717771,.73801553
ISR,Israel,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,-9,2019,0,0,0,0,0,0,0,0,0,0,0,0,.14231294,.14231294,.045113947,.03384367,,0,0,0,0
ISR,Israel,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.12919401,.12919401,.047718856,.034773264,,0,0,0,0
ISR,Israel,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.15646113,.15646113,.042304672,.032841142,,0,0,0,0
ISR,Israel,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,-9,2023,0,0,0,0,0,0,0,0,0,0,0,0,.24661434,.24661434,.1163593,.10176454,,0,0,0,0
ISR,Israel,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.24012572,.24012572,.10944795,.094226494,,0,0,0,0
ISR,Israel,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.25282893,.25282893,.12297879,.10898425,,0,0,0,0
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2019,.57407409,.08024691,0,.33950618,.57407409,.086419754,.024691358,0,0,.37654322,.54320985,.08024691,.14937076,1,.10624626,1,9.651448919105485,.31106892,.56363374,.080825165,.54766572
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.14385502,1,.1019171,1,9.790070543458432,.27209845,.51463175,.058794055,.49808934
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.15500526,1,.11066863,1,9.510491072738718,.35050854,.61322558,.1031215,.59783894
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2019,.46835443,.06329114,0,.58227849,.24050634,.018987341,.012658228,0,0,.58227849,.22151899,.018987341,.28479949,.29532412,.098270208,.083052181,10.0001077437089,.25713912,.40587029,.056677748,.39596656
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.26345602,.27077219,.090568155,.079604208,10.08043215432984,.1969302,.37871614,.057108182,.36900145
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.30617395,.31991169,.10598344,.086505167,9.920903547796918,.31651348,.43264809,.05625328,.42255795
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2023,.65789473,.15789473,.0065789474,.14473684,.67763156,.15131579,.092105262,.0065789474,0,.17763157,.67105263,.125,.17042886,1,.12610166,1,9.673526259139074,.36866683,.60726941,.13159586,.59184194
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.17269805,1,.12963551,1,9.8486524740983,.33226523,.57449609,.11252533,.55397612
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.1682763,1,.12274945,1,9.509479273261352,.40267596,.63788867,.149413,.62721902
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2023,.63157892,.052631579,.0065789474,.43421054,.4868421,.059210528,.032894738,0,0,.44736841,.47368422,.052631579,.35503402,.36775345,.11648639,.10162965,10.03415520395897,.30515659,.51835883,.10139887,.5100503
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.35346583,.36599016,.12540415,.10550489,10.05850198620233,.27922198,.52555776,.085564069,.5186165
ITA,Italy,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.35656303,.36947268,.10779142,.097851232,10.01041872116784,.33020836,.51140499,.11669464,.50177568
JOR,Jordan,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,-9,2019,.50212765,.093617022,0,.45531914,.45106384,.038297873,.22978723,.012765957,0,.4893617,.4212766,.025531914,.26043472,.30405667,.20290859,.17689228,10.18328786851905,.2772271,.47816899,.16974093,.45994648
JOR,Jordan,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,0,2019,,,,,,,,,,,,,.20910223,.22659037,.15206158,.14275081,10.58824260723798,.20316514,.41712883,.11749755,.39374244
JOR,Jordan,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,1,2019,,,,,,,,,,,,,.30444193,.37046829,.2464996,.20616165,9.801671970273683,.34558368,.53450692,.21795973,.52105051
JOR,Jordan,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2023,.50446427,.26339287,.017857144,.28125,.51339287,.12946428,.42857143,.075892858,.013392857,.32142857,.4955357,.10267857,.36711887,1,.27127337,1,9.86078270237506,.37169296,.5494287,.26699474,.53184259
JOR,Jordan,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2023,,,,,,,,,,,,,.3293308,1,.22471474,1,10.23275680138524,.30777398,.49556556,.22627652,.47928694
JOR,Jordan,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2023,,,,,,,,,,,,,.41207692,1,.32666615,1,9.448347905128955,.44048598,.60739911,.3108179,.58840579
JOR,Jordan,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,-9,2023,.50222224,.31111112,.017777778,.17777778,.65333331,.16444445,.45777777,.15111111,.0044444446,.21333334,.64444447,.13333334,.43956575,.43956575,.35074675,.29060128,9.5171021886845,.41753972,.62112927,.31584415,.59951031
JOR,Jordan,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,0,2023,,,,,,,,,,,,,.33837426,.33837426,.26543802,.21282701,10.05498722514488,.33408898,.57069218,.23838674,.54549557
JOR,Jordan,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,1,2023,,,,,,,,,,,,,.53675389,.53675389,.43268052,.36529866,8.991577870498913,.49529743,.66812557,.38801745,.64984018
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,-9,2019,.29931971,0,0,.49659863,.18367347,0,0,0,0,.52380955,.14965986,0,.18695784,1,.019406565,1,10.91076431092728,.18448637,.33564019,.0094219474,.32626662
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.18689412,1,.018208858,1,11.32474520375281,.11988267,.23656838,.0055968435,.22471403
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.1870161,1,.020501578,1,10.52139017353334,.2450681,.42854422,.013008917,.42149699
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,-9,2019,.0070422534,0,0,.34507042,0,0,0,0,0,.26056337,0,0,.21919067,.22316156,.06775634,.044545177,11.34081059448348,.06725353,.20495348,.012456585,.19088772
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.20551872,.20963807,.05808831,.039956611,11.47439436906251,.048365939,.15586729,.012338999,.14105113
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.23419878,.23800673,.078369237,.049582187,11.19654299459975,.087612197,.25786278,.012583329,.24460587
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,-9,2023,.36879432,.035460994,0,.46808511,.28368795,.021276595,0,0,0,.44680852,.26950353,.014184397,.25449124,1,.069510899,1,10.87724475709344,.22479981,.39104471,.019031826,.37923762
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.2590628,1,.066674829,1,11.26118151400771,.15424135,.30365717,.013514155,.28917515
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.24981962,1,.072409041,1,10.47941700334455,.29735187,.4809013,.024705397,.47184479
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,-9,2023,.015037594,0,0,.33834586,0,0,0,0,0,.2932331,0,0,.1894089,.20252383,.046148323,.031105703,11.51884433059338,.083446234,.20499255,.026387114,.19038796
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.20825309,.21925522,.043597553,.029688792,11.70948018137034,.058589745,.14594539,.019878527,.13302481
JPN,Japan,EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.17067797,.18589301,.048683759,.032514095,11.33280793179476,.10738393,.26185709,.03265512,.24563076
KAZ,Kazakhstan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2019,.40476191,.047619049,0,.27380952,.48809522,.11309524,.11904762,.0059523811,0,.27380952,.48214287,.10714286,.15133753,1,.12389461,1,10.48241200823655,.23363361,.511145,.12235705,.49573287
KAZ,Kazakhstan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2019,,,,,,,,,,,,,.1510002,1,.12094819,1,10.58767409654897,.2275051,.49279207,.10532863,.47837096
KAZ,Kazakhstan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2019,,,,,,,,,,,,,.1516616,1,.12672526,1,10.37939903833214,.23958623,.5289712,.13889678,.51259655
KAZ,Kazakhstan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,-9,2019,.029761905,.0059523811,0,.27380952,.45238096,.23809524,.38690478,.375,.10119048,.48809522,.089285716,0,.14759228,.14759228,.13505207,.13505207,10.44718568743782,.08057531,.58428937,.47754332,.28204334
KAZ,Kazakhstan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,0,2019,,,,,,,,,,,,,.13246033,.13246033,.12218267,.12218267,10.34592726023682,.086772189,.60447538,.49138799,.30241805
KAZ,Kazakhstan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,1,2019,,,,,,,,,,,,,.16201048,.16201048,.14731444,.14731444,10.5433624920842,.074700363,.56515211,.4644179,.26272714
KAZ,Kazakhstan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,-9,2023,.65945947,.15675676,0,.081081077,.62162161,.28648648,.57837838,.07027027,0,.091891892,.66486484,.23243243,.14491467,1,.12908828,1,9.684360253411734,.35989633,.67773938,.30218568,.65698922
KAZ,Kazakhstan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,0,2023,,,,,,,,,,,,,.15865296,1,.14325026,1,9.948374405889714,.31851608,.63807636,.25427055,.61644691
KAZ,Kazakhstan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,4,1,2023,,,,,,,,,,,,,.13158602,1,.1153486,1,9.421963973496126,.40032211,.71648759,.3489956,.69659644
KAZ,Kazakhstan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,-9,2023,.47593582,.010695187,0,.43315509,.48663101,.021390375,.20320855,0,0,.5026738,.4224599,.01604278,.15651292,.16958503,.15479583,.13319428,10.44761877245451,.24143134,.48308727,.17775775,.46876195
KAZ,Kazakhstan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,0,2023,,,,,,,,,,,,,.14756422,.16240324,.14722927,.12398282,10.49097540694313,.22474065,.47673708,.15611331,.46360135
KAZ,Kazakhstan,ECS,Europe and Central Asia,ECA,Europe and Central Asia (excluding high income),UMC,Upper middle income,IBD,IBRD,8,1,2023,,,,,,,,,,,,,.16432412,.17585392,.16140057,.14123483,10.40784479828691,.25649774,.48881948,.19729586,.47342035
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,-9,2019,.25165564,.019867551,0,.54304636,.29801324,.019867551,.0066225166,0,0,.5562914,.25827813,.019867551,.16732757,1,.12168608,1,10.63545319852471,.19733353,.40841579,.042547736,.39827752
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.16739799,1,.12153862,1,10.9193467242049,.13814802,.34510279,.03375366,.33627209
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.16726491,1,.12181729,1,10.37840357170314,.25088283,.46569955,.050504353,.45437819
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,-9,2019,.065476194,.011904762,0,.54761904,.065476194,0,0,0,0,.54761904,.05952381,0,.17942838,.1989713,.11846153,.044746779,10.96350372870545,.10240439,.29704383,.041564636,.29289693
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.1696175,.18640633,.11309738,.038622685,11.07819151088968,.031343106,.24200089,.038187817,.23487681
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.1887529,.21091338,.12355975,.050567273,10.85712656490209,.16839868,.34816197,.044700671,.34677994
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,-9,2023,.34615386,.025641026,.0064102565,.67948717,.16025642,.01923077,.032051284,.0064102565,0,.67948717,.13461539,.01923077,.25874129,1,.17558759,1,10.92187621178464,.22443654,.38130307,.0804772,.36661696
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.24984105,1,.16921067,1,11.19338582674857,.17468831,.30247438,.070169799,.28606984
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.26746944,1,.18184122,1,10.65241648494636,.27365229,.45928803,.090674281,.44630194
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,-9,2023,.14204545,.0056818184,0,.6875,.16477273,0,.028409092,0,0,.70454544,.13636364,0,.23800308,.24252228,.17685068,.12810349,10.98126765498234,.14429967,.38599214,.093335353,.37629595
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.2212662,.23044026,.16972996,.1184093,11.08458835435215,.10242561,.36046991,.079786144,.35239056
KOR,"Korea, Rep",EAS,East Asia and Pacific,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.25425223,.25425223,.18376389,.1375152,10.88024975652331,.18510503,.41086295,.10653875,.39959127
KWT,Kuwait,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,-9,2019,.4512195,.39634147,.024390243,.10365853,.45731708,.39634147,.39024389,.10365853,0,.10365853,.51829267,.32317072,.39179912,1,.18554679,1,9.235335909159026,.44464073,.65329623,.26214674,.63618296
KWT,Kuwait,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.258834,1,.17625585,1,9.769901545018818,.35675389,.57508194,.18973644,.55680859
KWT,Kuwait,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.50342399,1,.19334657,1,8.747149810520613,.52278131,.72283697,.32652706,.70675504
KWT,Kuwait,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,-9,2019,.60233921,.064327486,.0058479533,.4619883,.45029241,.052631579,.1754386,.0058479533,0,.51461989,.39766082,.040935673,.37077558,.38529193,.22828595,.19610845,9.933620377592526,.31755462,.5089606,.15760493,.48814633
KWT,Kuwait,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.35453638,.37353653,.19700855,.15161201,10.19339357364382,.28165919,.45081502,.13112813,.42636445
KWT,Kuwait,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.38725659,.39722243,.26002911,.24126752,9.636241621798554,.35747305,.57362282,.18704912,.55685246
KWT,Kuwait,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,-9,2023,.31333333,.49333334,.039999999,.13333334,.39333335,.44666666,.41999999,.14,0,.15333334,.44,.38,.32759276,1,.21026593,1,9.379711139466279,.46741459,.67537552,.28875107,.66166437
KWT,Kuwait,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.18422872,1,.1228603,1,9.816266504216046,.39640778,.62228078,.23092939,.60742474
KWT,Kuwait,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.47534525,1,.30034706,1,8.928293246320248,.54020208,.72980177,.34802279,.71726424
KWT,Kuwait,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,-9,2023,.58904111,.19863014,0,.21917808,.63698632,.1369863,.32876712,0,0,.24657534,.6438356,.10273973,.42590529,.43219438,.25084904,.21437967,10.00670253800571,.35784459,.57902855,.21273093,.56299853
KWT,Kuwait,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.41123551,.42396674,.20516606,.13968521,10.28397112884181,.2987268,.53283155,.18702483,.51408619
KWT,Kuwait,MEA,Middle East and North Africa,,,HIC,High income,LNX,Not classified,8,1,2023,,,,,,,,,,,,,.44022647,.44022647,.2954464,.28729904,9.722210734295343,.41568568,.62422782,.2378819,.61085463
LBN,Lebanon,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,-9,2019,.4852941,.14705883,.024509804,.22058824,.4852941,.25,.27941176,.024509804,0,.23529412,.4852941,.21078432,.37949076,.38032749,.2516267,.24407361,9.536094673251684,.33145773,.59834373,.17963387,.57701868
LBN,Lebanon,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,0,2019,,,,,,,,,,,,,.37169105,.37248597,.24565268,.24004368,9.815191057304776,.2666395,.55823535,.13842244,.53748429
LBN,Lebanon,MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),UMC,Upper middle income,IBD,IBRD,8,1,2019,,,,,,,,,,,,,.38714606,.38802379,.25749013,.2480289,9.260697231463244,.39459652,.63741285,.21977749,.6155287
LTU,Lithuania,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2019,.24637681,.062801935,.014492754,.47342995,.25603864,.067632847,.053140096,.0096618356,0,.46859902,.24637681,.057971016,.093438104,1,.027414476,1,10.29733796623646,.19463715,.39653367,.065727003,.3867487
LTU,Lithuania,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2019,,,,,,,,,,,,,.090894476,1,.024229288,1,10.51440354983132,.15209427,.33721557,.061033186,.32733873
LTU,Lithuania,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2019,,,,,,,,,,,,,.095902748,1,.030500766,1,10.08679749600195,.23574677,.45385337,.070262685,.44415718
LTU,Lithuania,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2019,.17010309,.010309278,0,.56701028,.14432989,.010309278,.030927835,0,0,.54123712,.13402061,.010309278,.11361262,.12105833,.033386841,.02594113,10.34124247490305,.13868345,.32800788,.049949203,.32007331
LTU,Lithuania,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2019,,,,,,,,,,,,,.10475267,.10856137,.028455915,.024647215,10.24602516732119,.11039332,.32817572,.053263683,.31752452
LTU,Lithuania,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,1,2019,,,,,,,,,,,,,.12260282,.13373901,.038390256,.027254069,10.43769643295501,.16741706,.32783738,.046582762,.32266203
LTU,Lithuania,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,-9,2023,.57894737,.25263157,.02631579,.15263158,.58947366,.24736843,.33684212,.042105265,0,.17368421,.61052632,.20526315,.15772927,1,.028422855,1,9.509707682330166,.39830217,.62143779,.20581827,.60937983
LTU,Lithuania,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,0,2023,,,,,,,,,,,,,.15823981,1,.028505413,1,9.779060581435617,.35492128,.56677061,.17379412,.55202222
LTU,Lithuania,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,4,1,2023,,,,,,,,,,,,,.15723798,1,.028343411,1,9.24492370169547,.44030413,.67436731,.23682453,.66491425
LTU,Lithuania,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,-9,2023,.47058824,.049019609,0,.57352942,.33333334,.049019609,.16666667,.014705882,0,.56862748,.33333334,.039215688,.21283594,.21947902,.12560782,.099924594,10.04278694064206,.25555652,.46047392,.15489505,.45116353
LTU,Lithuania,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,8,0,2023,,,,,,,,,,,,,.20829995,.2156371,.13011812,.10388145,10.03656260710021,.23755156,.48298034,.13934755,.4709194
